config,repetition,method,mse,kendall_tau,ranking_accuracy,hard_item_prob
hard_20,52,mv,0.0021126666666666685,0.9999999999999999,1.0,0.2
hard_20,52,ds,0.001885499999999999,0.9999999999999999,1.0,0.2
hard_20,52,pec,0.0025564864074361098,0.9999999999999999,1.0,0.2
hard_20,53,mv,0.002119333333333333,0.9999999999999999,1.0,0.2
hard_20,53,ds,0.0013324999999999993,0.9999999999999999,1.0,0.2
hard_20,53,pec,0.00150948700727618,0.9999999999999999,1.0,0.2
hard_20,54,mv,0.0022643333333333317,0.9999999999999999,1.0,0.2
hard_20,54,ds,0.001133666666666667,0.9999999999999999,1.0,0.2
hard_20,54,pec,0.0021496171666444794,0.9999999999999999,1.0,0.2
hard_20,55,mv,0.002720833333333332,0.9999999999999999,1.0,0.2
hard_20,55,ds,0.0014036666666666661,0.9999999999999999,1.0,0.2
hard_20,55,pec,0.0022062079449250258,0.9999999999999999,1.0,0.2
hard_20,56,mv,0.002154000000000001,0.9999999999999999,1.0,0.2
hard_20,56,ds,0.0010866666666666679,0.9999999999999999,1.0,0.2
hard_20,56,pec,0.0017516286245554177,0.9999999999999999,1.0,0.2
hard_20,57,mv,0.0025343333333333346,0.9999999999999999,1.0,0.2
hard_20,57,ds,0.001378166666666669,0.9999999999999999,1.0,0.2
hard_20,57,pec,0.002126884602023051,0.9999999999999999,1.0,0.2
hard_20,58,mv,0.0031626666666666665,0.9999999999999999,1.0,0.2
hard_20,58,ds,0.0019851666666666676,0.9999999999999999,1.0,0.2
hard_20,58,pec,0.00310789561614291,0.9999999999999999,1.0,0.2
hard_20,59,mv,0.0028418333333333316,0.9999999999999999,1.0,0.2
hard_20,59,ds,0.0016120000000000004,0.9999999999999999,1.0,0.2
hard_20,59,pec,0.002411433228365286,0.9999999999999999,1.0,0.2
hard_20,60,mv,0.0020055,0.9999999999999999,1.0,0.2
hard_20,60,ds,0.0008365000000000001,0.9999999999999999,1.0,0.2
hard_20,60,pec,0.0013856625830931573,0.9999999999999999,1.0,0.2
hard_20,61,mv,0.002882499999999999,0.9999999999999999,1.0,0.2
hard_20,61,ds,0.0014933333333333344,0.9999999999999999,1.0,0.2
hard_20,61,pec,0.002415759033878168,0.9999999999999999,1.0,0.2
hard_20,62,mv,0.0030865000000000037,0.9999999999999999,1.0,0.2
hard_20,62,ds,0.0018880000000000034,0.9999999999999999,1.0,0.2
hard_20,62,pec,0.0027745650141416654,0.9999999999999999,1.0,0.2
hard_20,63,mv,0.0017931666666666675,0.9999999999999999,1.0,0.2
hard_20,63,ds,0.0013905000000000011,0.9999999999999999,1.0,0.2
hard_20,63,pec,0.0018529658669389968,0.9999999999999999,1.0,0.2
hard_20,64,mv,0.0020635000000000002,0.9999999999999999,1.0,0.2
hard_20,64,ds,0.0016138333333333334,0.9999999999999999,1.0,0.2
hard_20,64,pec,0.0022798539146628408,0.9999999999999999,1.0,0.2
hard_20,65,mv,0.0027296666666666667,0.9999999999999999,1.0,0.2
hard_20,65,ds,0.0020668333333333337,0.9999999999999999,1.0,0.2
hard_20,65,pec,0.003542231858818057,0.9999999999999999,1.0,0.2
hard_20,66,mv,0.0014546666666666673,0.9999999999999999,1.0,0.2
hard_20,66,ds,0.0010058333333333334,0.9999999999999999,1.0,0.2
hard_20,66,pec,0.001292658583093521,0.9999999999999999,1.0,0.2
hard_20,67,mv,0.0024991666666666678,0.9999999999999999,1.0,0.2
hard_20,67,ds,0.0016323333333333344,0.9999999999999999,1.0,0.2
hard_20,67,pec,0.0024617146458699632,0.9999999999999999,1.0,0.2
hard_20,68,mv,0.003263833333333332,0.9999999999999999,1.0,0.2
hard_20,68,ds,0.0027258333333333353,0.9999999999999999,1.0,0.2
hard_20,68,pec,0.003561060474542861,0.9999999999999999,1.0,0.2
hard_20,69,mv,0.0027198333333333324,0.9999999999999999,1.0,0.2
hard_20,69,ds,0.0014991666666666667,0.9999999999999999,1.0,0.2
hard_20,69,pec,0.0022398571645557345,0.9999999999999999,1.0,0.2
hard_20,70,mv,0.002831166666666666,0.9999999999999999,1.0,0.2
hard_20,70,ds,0.0015554999999999998,0.9999999999999999,1.0,0.2
hard_20,70,pec,0.002848742943049819,0.9999999999999999,1.0,0.2
hard_20,71,mv,0.0029590000000000016,0.9999999999999999,1.0,0.2
hard_20,71,ds,0.0022723333333333337,0.9999999999999999,1.0,0.2
hard_20,71,pec,0.003124327600586958,0.9999999999999999,1.0,0.2
hard_20,72,mv,0.0024040000000000003,0.9999999999999999,1.0,0.2
hard_20,72,ds,0.0014646666666666682,0.9999999999999999,1.0,0.2
hard_20,72,pec,0.0017992700923854122,0.9999999999999999,1.0,0.2
hard_20,73,mv,0.0021751666666666655,0.9999999999999999,1.0,0.2
hard_20,73,ds,0.001605666666666667,0.9999999999999999,1.0,0.2
hard_20,73,pec,0.0023267012826853413,0.9999999999999999,1.0,0.2
hard_20,74,mv,0.0023033333333333317,0.9999999999999999,1.0,0.2
hard_20,74,ds,0.0010806666666666666,0.9999999999999999,1.0,0.2
hard_20,74,pec,0.0018902583705119307,0.9999999999999999,1.0,0.2
hard_20,75,mv,0.002954333333333331,0.9999999999999999,1.0,0.2
hard_20,75,ds,0.0021356666666666672,0.9999999999999999,1.0,0.2
hard_20,75,pec,0.0029683064423949392,0.9999999999999999,1.0,0.2
hard_20,76,mv,0.0026091666666666676,0.9999999999999999,1.0,0.2
hard_20,76,ds,0.001548,0.9999999999999999,1.0,0.2
hard_20,76,pec,0.002076439633875795,0.9999999999999999,1.0,0.2
hard_20,77,mv,0.0031681666666666677,0.9999999999999999,1.0,0.2
hard_20,77,ds,0.001098333333333333,0.9999999999999999,1.0,0.2
hard_20,77,pec,0.0023223634511796414,0.9999999999999999,1.0,0.2
hard_20,78,mv,0.0019383333333333325,0.9999999999999999,1.0,0.2
hard_20,78,ds,0.0018780000000000001,0.9999999999999999,1.0,0.2
hard_20,78,pec,0.002746705357014176,0.9999999999999999,1.0,0.2
hard_20,79,mv,0.0031029999999999994,0.9999999999999999,1.0,0.2
hard_20,79,ds,0.001545999999999998,0.9999999999999999,1.0,0.2
hard_20,79,pec,0.002268850495685397,0.9999999999999999,1.0,0.2
hard_20,80,mv,0.0023448333333333346,0.9999999999999999,1.0,0.2
hard_20,80,ds,0.0011406666666666672,0.9999999999999999,1.0,0.2
hard_20,80,pec,0.00174933058000002,0.9999999999999999,1.0,0.2
hard_20,81,mv,0.0030433333333333332,0.9999999999999999,1.0,0.2
hard_20,81,ds,0.0016986666666666654,0.9999999999999999,1.0,0.2
hard_20,81,pec,0.0023145896507851763,0.9999999999999999,1.0,0.2
hard_20,82,mv,0.0026049999999999975,0.9999999999999999,1.0,0.2
hard_20,82,ds,0.0013576666666666667,0.9999999999999999,1.0,0.2
hard_20,82,pec,0.002206923829848212,0.9999999999999999,1.0,0.2
hard_20,83,mv,0.002271500000000001,0.9999999999999999,1.0,0.2
hard_20,83,ds,0.0011058333333333337,0.9999999999999999,1.0,0.2
hard_20,83,pec,0.0016489436930412673,0.9999999999999999,1.0,0.2
hard_20,84,mv,0.0028706666666666668,0.9999999999999999,1.0,0.2
hard_20,84,ds,0.0018781666666666677,0.9999999999999999,1.0,0.2
hard_20,84,pec,0.002671232218775197,0.9999999999999999,1.0,0.2
hard_20,85,mv,0.0027065000000000006,0.9999999999999999,1.0,0.2
hard_20,85,ds,0.0015041666666666667,0.9999999999999999,1.0,0.2
hard_20,85,pec,0.00246758193111539,0.9999999999999999,1.0,0.2
hard_20,86,mv,0.0031173333333333326,0.9999999999999999,1.0,0.2
hard_20,86,ds,0.0019364999999999996,0.8666666666666666,0.9333333333333333,0.2
hard_20,86,pec,0.0023355336153736334,0.8666666666666666,0.9333333333333333,0.2
hard_20,87,mv,0.0024743333333333327,0.9999999999999999,1.0,0.2
hard_20,87,ds,0.0011864999999999996,0.9999999999999999,1.0,0.2
hard_20,87,pec,0.0018899413202429285,0.9999999999999999,1.0,0.2
hard_20,88,mv,0.0025203333333333345,0.9999999999999999,1.0,0.2
hard_20,88,ds,0.0011048333333333327,0.9999999999999999,1.0,0.2
hard_20,88,pec,0.001780560090456509,0.9999999999999999,1.0,0.2
hard_20,89,mv,0.0025578333333333334,0.9999999999999999,1.0,0.2
hard_20,89,ds,0.0022531666666666668,0.9999999999999999,1.0,0.2
hard_20,89,pec,0.002540254295589718,0.9999999999999999,1.0,0.2
hard_20,90,mv,0.002466166666666668,0.9999999999999999,1.0,0.2
hard_20,90,ds,0.0012996666666666684,0.9999999999999999,1.0,0.2
hard_20,90,pec,0.0022338494084941573,0.9999999999999999,1.0,0.2
hard_20,91,mv,0.002351166666666665,0.9999999999999999,1.0,0.2
hard_20,91,ds,0.0018249999999999985,0.9999999999999999,1.0,0.2
hard_20,91,pec,0.0026417607669599586,0.9999999999999999,1.0,0.2
hard_20,92,mv,0.002449166666666665,0.9999999999999999,1.0,0.2
hard_20,92,ds,0.0016496666666666667,0.9999999999999999,1.0,0.2
hard_20,92,pec,0.002428138698808997,0.9999999999999999,1.0,0.2
hard_20,93,mv,0.0031008333333333343,0.9999999999999999,1.0,0.2
hard_20,93,ds,0.001709500000000001,0.9999999999999999,1.0,0.2
hard_20,93,pec,0.0025947209957792906,0.9999999999999999,1.0,0.2
hard_20,94,mv,0.002623833333333332,0.9999999999999999,1.0,0.2
hard_20,94,ds,0.0012521666666666662,0.9999999999999999,1.0,0.2
hard_20,94,pec,0.002123694643966296,0.9999999999999999,1.0,0.2
hard_20,95,mv,0.002397000000000001,0.9999999999999999,1.0,0.2
hard_20,95,ds,0.0012178333333333338,0.9999999999999999,1.0,0.2
hard_20,95,pec,0.001932026047137123,0.9999999999999999,1.0,0.2
hard_20,96,mv,0.0035916666666666645,0.8666666666666666,0.9333333333333333,0.2
hard_20,96,ds,0.001988166666666667,0.9999999999999999,1.0,0.2
hard_20,96,pec,0.0027540135014843155,0.9999999999999999,1.0,0.2
hard_20,97,mv,0.003058999999999997,0.9999999999999999,1.0,0.2
hard_20,97,ds,0.002245666666666667,0.9999999999999999,1.0,0.2
hard_20,97,pec,0.0030892842722578407,0.9999999999999999,1.0,0.2
hard_20,98,mv,0.003309666666666667,0.9999999999999999,1.0,0.2
hard_20,98,ds,0.0017810000000000007,0.9999999999999999,1.0,0.2
hard_20,98,pec,0.002544487146798148,0.9999999999999999,1.0,0.2
hard_20,99,mv,0.003330666666666666,0.9999999999999999,1.0,0.2
hard_20,99,ds,0.0021346666666666684,0.9999999999999999,1.0,0.2
hard_20,99,pec,0.002917199273441407,0.9999999999999999,1.0,0.2
